source,target
257096,205193
398991,205193
138660,437475
105393,317696
209992,317696
219648,317696
275734,317696
300404,317696
207312,383918
265557,383918
292987,383918
404163,383918
364686,82564
294557,313616
326840,313616
70049,123436
154592,123436
158661,123436
320830,123436
327053,123436
517572,123436
518289,123436
534357,123436
540370,123436
238240,8520
471156,8520
352868,492999
287343,224417
530303,224417
224417,287343
522408,531806
874,185817
389157,133002
14204,486596
414190,486596
453234,486596
378424,80862
447893,36836
9396,408910
48576,408910
310518,408910
422129,408910
478259,408910
516152,408910
522889,408910
161642,41835
180920,41835
34350,506433
329342,506433
517463,506433
59307,297448
399804,297448
496023,297448
153497,273565
85848,173051
212902,499661
294475,499661
305409,499661
387834,499661
258394,80910
393804,80910
460841,80910
16363,34623
116209,34623
131484,34623
145951,34623
146518,34623
174972,34623
180170,34623
204151,34623
212727,34623
358008,34623
372246,34623
380804,34623
338099,170200
237337,384677
284383,384677
235029,169617
315783,169617
422605,440053
266570,364486
351445,364486
439944,364486
96707,396584
115928,269425
14327,504083
504083,14327
68373,405642
193525,405642
173051,85848
206739,85848
371157,109434
442675,158918
152483,212592
185020,212592
268582,212592
507492,212592
462527,190581
84859,462570
130812,62802
407406,62802
424250,62802
62802,406377
169049,406377
241840,406377
319315,406377
453147,406377
6072,108031
14784,108031
15754,108031
33606,108031
133002,389157
225391,389157
191199,480723
538173,480723
349522,406324
15281,533716
127971,533716
164601,533716
60669,538173
413161,538173
480723,538173
355427,346420
299546,118252
311035,118252
346420,118252
537376,118252
307301,517010
483187,95291
315271,8564
23747,239643
266780,239643
509398,239643
431015,517463
78995,3168
444439,3168
87621,492725
472859,492725
425431,255619
218026,105036
270572,105036
229435,142270
541571,142270
104859,492329
222086,492329
428383,492329
534292,492329
37445,467862
410843,467862
256687,395926
373433,395926
531556,395926
36432,347890
52941,347890
398606,347890
269559,190047
93889,76451
199197,76451
209995,76451
343164,76451
424124,76451
436632,76451
425024,361779
46067,183979
209913,183979
270513,183979
282218,183979
347220,183979
520257,183979
530184,183979
21931,179896
126285,179896
289847,179896
501444,179896
501635,179896
42616,523751
341827,523751
291884,53450
491368,53450
540633,358410
533716,164601
250420,139760
347223,139760
381450,139760
429821,139760
461348,139760
256384,115135
262899,115135
281566,207452
395212,257239
207452,281566
347168,281566
456348,395212
339490,110271
341026,110271
147973,275337
202321,275337
289377,275337
332031,275337
366945,275337
438059,275337
517475,275337
380512,153896
24207,115978
160364,115978
265490,115978
291463,115978
300979,115978
305393,115978
349756,115978
488245,115978
492999,115978
309899,473544
358051,473544
473544,309899
506179,358051
189891,277781
250325,5240
266665,5240
498490,5240
269425,115928
362654,221040
502330,221040
275838,330322
374555,276166
102978,463515
61028,242740
180114,242740
422126,242740
88661,313764
336930,313764
62603,413433
205295,413433
331412,413433
381349,413433
357452,62603
494264,62603
52005,132503
111123,132503
142270,229435
19681,123414
95377,123414
436009,123414
426674,527450
6537,275016
476640,275016
362842,434412
389756,434412
36848,410488
38127,410488
56140,410488
199973,410488
213627,410488
356618,410488
73898,19917
270535,19917
6690,53841
132503,53841
314403,53841
449838,89325
118981,484304
22171,509204
27261,509204
72943,509204
82638,509204
146682,509204
232708,509204
297740,509204
418098,509204
316507,364388
375696,328068
246099,527349
350149,527349
498809,527349
79305,362617
100898,362617
40918,256687
116506,256687
143126,256687
214680,256687
257519,256687
301660,256687
301704,256687
395926,256687
208041,231893
255619,231893
1442,516644
40128,516644
208199,516644
212258,516644
239509,516644
293580,516644
517025,516644
199981,323854
248249,130812
406377,130812
536617,130812
45987,462527
135473,462527
149747,462527
190581,462527
343675,215347
156329,193373
212046,193373
253524,193373
386438,193373
441946,193373
524367,193373
428693,118688
16527,517283
27635,517283
87382,517283
169166,517283
191337,139160
528512,139160
8520,471156
98775,471156
120620,471156
283456,471156
330230,471156
418187,471156
421332,471156
437563,471156
442980,471156
463085,471156
297448,496023
417874,496023
330008,467269
17348,47156
76246,47156
303329,47156
353748,47156
472012,428859
2230,17348
47156,17348
154177,480928
208275,480928
445840,480928
469016,480928
63867,361150
312849,361150
351508,361150
467269,330008
533951,330008
77589,108247
266452,108247
311349,108247
336378,108247
392981,336378
487744,336378
240376,384481
237565,456348
257239,456348
367954,127971
368531,127971
29036,472012
428859,472012
158918,180919
108247,266452
41835,310518
140742,310518
203657,310518
408910,310518
526656,310518
157258,494264
169076,494264
413433,494264
422901,494264
469791,494264
293421,445456
118830,464956
168275,464956
272096,464956
432810,464956
517283,464956
258824,320873
464956,320873
14886,412661
17846,412661
29463,412661
46787,412661
61002,412661
115759,412661
124747,412661
189802,412661
240546,412661
298651,412661
361475,412661
378250,412661
404273,412661
420563,412661
423278,412661
493684,412661
242740,61028
361150,312849
3475,501444
4517,501444
4824,501444
9786,501444
58443,501444
60730,501444
74701,501444
90705,501444
99037,501444
102950,501444
114181,501444
158570,501444
161102,501444
173348,501444
179896,501444
212095,501444
227844,501444
229187,501444
229478,501444
239209,501444
265378,501444
267596,501444
274907,501444
302019,501444
307949,501444
309917,501444
312653,501444
314728,501444
315489,501444
324692,501444
338975,501444
344466,501444
369327,501444
396442,501444
414596,501444
442363,501444
454725,501444
457546,501444
479875,501444
485805,501444
489872,408144
324547,352245
35337,506113
274017,506113
9329,131499
36082,131499
38092,131499
156236,131499
184061,131499
284541,131499
356722,131499
394002,131499
450066,131499
483177,131499
86487,481360
380736,29642
481656,29642
13773,450066
131499,450066
131880,450066
260635,450066
160654,220388
192131,220388
513694,220388
77333,289517
215347,289517
274806,289517
93437,296860
116008,296860
228736,296860
468307,296860
54898,259230
57373,137992
265955,137992
458243,419567
518636,419567
371170,518636
419567,518636
185328,212331
222659,212331
461782,212331
232387,290569
150539,185328
178685,185328
212331,185328
25891,207312
290569,232387
90687,90398
364388,316507
240480,379037
379037,240480
53450,491368
116725,371039
211672,371039
489717,92181
56142,116725
110271,116725
19917,191337
115226,191337
139160,191337
174251,191337
184310,191337
261169,191337
313616,191337
103616,158813
34513,17846
467862,17846
61444,264484
165217,264484
358410,540633
69426,422126
238332,422126
323854,422126
338943,422126
344045,422126
70631,115925
261079,115925
274013,115925
437365,115925
487530,115925
513104,115925
46020,95377
123414,95377
407681,82888
415848,82888
430123,82888
67584,500689
222632,500689
398115,500689
293153,274017
506113,274017
527231,245004
210989,434659
416817,434659
12576,210989
238980,210989
272788,210989
434659,210989
460255,210989
96426,398386
379368,398386
1872,30562
300768,30562
374435,30562
30562,374435
65168,495784
331437,495784
489524,495784
77449,515616
340207,515616
423414,515616
420708,291320
540189,291320
114124,525974
530975,525974
124322,179853
211584,434104
437206,24606
500813,24606
486596,14204
491090,14204
190345,78977
227961,371791
58487,72462
273274,72462
313141,72462
282731,235302
424235,235302
392553,193266
419823,389756
434412,389756
3307,421867
86816,421867
119043,421867
241561,421867
333060,421867
408230,421867
495114,421867
521112,421867
346960,247293
350154,247293
365442,247293
371069,247293
383918,247293
506191,247293
115135,256384
295722,256384
12372,404169
213894,404169
305081,404169
534402,404169
96385,405893
3693,6995
132305,6995
310809,6995
324569,6995
367688,522904
131285,529911
240350,529911
78977,461731
103614,461731
248140,461731
364284,461731
476843,486977
474558,408452
486977,408452
208020,173348
437289,173348
19243,300431
107792,300431
229343,300431
313063,300431
396814,300431
67279,173759
415387,173759
135181,270491
190047,222410
13735,261238
125757,17659
94305,195764
482205,195764
482435,195764
71309,411333
131686,411333
442600,411333
3168,78995
68209,78995
165482,78995
247116,78995
366306,78995
389100,78995
410488,78995
524290,78995
95421,328831
108208,328831
37223,108208
54251,108208
328831,108208
520478,108208
35493,257096
46256,257096
136848,257096
205193,257096
345384,257096
90435,423927
183930,423927
368119,423927
28886,506191
160001,506191
247293,506191
303739,506191
327245,506191
442313,506191
499395,506191
506206,506191
260437,378734
364716,378734
501059,378734
254119,398606
347890,398606
394692,398606
109715,239152
164552,239152
359229,476843
61452,9970
159839,9970
301619,9970
505023,9970
539414,9970
371791,227961
339229,323351
257075,219648
317696,219648
379833,219648
16842,519847
80503,519847
178193,519847
180985,519847
325253,519847
336884,519847
383346,519847
413049,519847
89549,541571
432916,541571
544022,541571
423927,302400
49772,12372
384697,12372
404169,12372
89642,305745
408452,359229
428269,407659
368439,403360
127744,307339
218196,307339
106587,533632
92332,300468
180060,300468
433475,300468
300468,180060
9558,143429
215329,143429
279404,143429
106423,185931
8919,312157
38690,312157
50804,312157
64025,312157
83671,312157
243173,312157
520470,312157
417535,29291
75845,424702
111497,424702
159836,424702
185364,424702
212143,424702
227197,424702
256756,424702
306857,424702
406960,424702
426590,195941
4964,403900
513585,403900
227037,49541
445859,49541
468734,49541
469882,49541
383730,483661
135097,50804
312157,50804
421467,50804
99674,138777
318174,446592
204448,217176
504298,217176
346817,419277
198578,407568
418756,407568
131337,100401
303882,100401
436953,100401
79774,483412
145755,189204
68802,534128
272290,534128
274492,534128
115284,346817
183088,346817
419277,346817
85073,352969
492759,408151
147439,186963
326627,186963
122085,133962
13695,374275
163377,374275
5423,61976
227018,61976
235976,61976
304505,442855
3179,38690
396410,287323
490033,135789
228691,440574
368921,440574
395533,440574
440574,395533
52459,368921
194445,113207
218924,113207
139079,248106
248106,42191
116834,390304
313746,390304
535867,390304
54161,432594
458443,91749
90437,56673
198845,56673
408699,56673
80891,253994
286723,523890
543440,361752
123913,481534
157522,467410
247408,467410
102858,317595
240558,317595
301125,317595
526482,317595
534876,317595
126211,217113
135832,217113
332324,217113
518662,217113
320139,345669
203394,255777
223458,255777
296730,255777
319863,255777
515693,255777
221298,246182
425707,246182
246182,425707
511917,54542
358790,426570
389099,426570
427404,426570
461049,426570
253994,80891
129032,412588
148443,412588
388229,412588
323716,233028
483395,185968
391405,499967
463007,499967
163592,411323
363715,411323
464940,178227
294578,166083
464439,166083
201316,537211
433422,537211
46581,281764
145484,281764
469328,65917
499967,463007
439089,236831
25947,439089
236831,439089
254657,439089
273815,439089
209984,382758
228181,382758
64505,13733
44995,31786
277817,31786
349051,31786
410043,31786
529089,476061
102404,27629
275435,27629
346559,27629
438952,27629
341298,520939
412588,148443
76406,484188
431355,484188
321062,320139
71956,229514
57384,186603
190201,186603
208231,186603
280234,186603
354535,273861
411323,363715
37170,284133
56253,284133
57426,284133
308027,284133
318633,284133
329077,284133
469599,284133
497572,284133
462621,278983
272718,57830
360063,57830
72979,282169
331181,282169
367632,437635
314613,76406
105490,493331
108004,493331
138349,444550
238354,348850
374296,348850
224878,172515
246707,172515
436219,172515
503142,172515
524713,172515
537574,172515
208862,537770
131640,263052
486937,238439
32424,62964
182284,62964
116761,482662
162045,482662
203852,192768
429453,192768
505113,192768
404589,34233
282277,508620
481809,508620
366075,108187
406230,479104
233234,466742
245446,466742
247617,466742
124259,1658
389404,1658
461954,1658
519486,1658
269124,67037
527524,344997
76464,369090
257180,369090
4512,446597
220638,446597
261282,446597
400586,446597
526396,446597
344997,326836
8778,285413
340463,285413
106519,522207
121416,522207
448865,522207
493806,223458
193541,368168
338491,368168
172515,537574
261897,537574
508151,537574
393518,396156
139864,271868
245118,271868
250683,271868
264488,271868
347233,271868
402978,271868
480411,271868
491637,271868
39173,296397
69366,296397
71617,296397
480291,296397
377908,80780
382284,80780
389785,80780
396913,80780
401852,80780
424051,154672
69986,515087
323677,515087
345669,515087
415202,515087
485649,515087
179578,49811
422230,49811
77154,517907
90578,517907
16548,269124
67037,269124
101259,269124
337851,296984
494995,296984
294775,28739
378452,28739
239523,16940
325295,16940
284275,323677
515087,323677
403798,393518
67935,528910
172607,523882
56262,273964
247581,273964
347171,273964
505099,273964
479924,339647
294171,388229
421805,388229
149533,435996
41211,43022
58961,43022
82353,43022
142606,43022
229835,43022
268590,43022
339532,43022
393463,43022
513426,43022
525762,43022
7734,19244
356738,19244
380679,19244
449112,19244
5716,78937
309444,78937
272321,40324
424534,460552
6025,484701
382758,228181
248226,525141
107077,273121
118669,273121
251704,273121
512737,101835
103680,77154
467518,77154
517907,77154
482292,314219
80780,382284
110331,110148
338252,110148
121195,61603
158128,155348
324244,155348
43031,96202
321431,24862
41351,184445
106965,184445
205174,184445
235512,184445
284678,184445
291320,184445
310839,184445
311576,184445
400552,184445
478621,184445
518058,184445
534314,184445
544273,184445
76544,274674
124909,497938
201357,497938
323479,497938
24140,8369
526517,8369
509235,339473
209826,410161
297582,410161
513546,269723
535647,269723
60950,383473
75534,383473
75880,383473
80187,383473
89144,383473
172937,383473
326836,431396
520939,341298
64543,207954
519817,207954
53874,336627
28317,432516
34233,404589
241745,205174
499920,205174
65816,181072
17823,534314
26312,534314
27812,534314
78431,534314
184445,534314
234276,534314
309544,534314
339875,534314
348525,534314
359284,534314
489289,534314
520798,534314
71351,211386
112310,189364
511532,314590
403060,209966
458455,93049
93049,458455
460680,458455
419638,180176
50462,378322
61154,378322
84359,378322
215400,378322
518104,378322
249988,261214
217858,136316
255464,136316
40384,76065
490487,76065
25211,208301
161901,208301
213930,208301
312518,208301
491720,208301
26553,529134
171440,312416
177945,312416
184017,505254
364703,505254
436828,505254
337431,316403
229946,229885
298295,229885
536378,229885
267146,19460
482804,19460
533511,278823
426224,229835
489331,229835
87255,182757
482421,182757
506429,182757
528945,182757
376137,132842
104719,488782
161868,233892
242653,238164
48220,447412
488782,447412
141181,387841
262002,387841
481757,387841
510907,387841
48450,56262
209499,56262
324371,56262
457398,56262
351173,353170
44654,126932
397799,239924
381339,242785
497189,242785
5811,345709
92210,345709
99565,341966
232085,341966
216672,182881
340861,182881
354497,424500
501585,424500
289543,408747
387263,66720
471703,66720
31040,507590
111728,507590
472904,507590
58230,383346
533248,383346
79080,300602
247707,86581
392558,539161
230337,167826
386915,473581
495679,473581
508378,379890
218700,45671
345595,45671
70438,197014
94908,372036
330849,372036
30766,482355
196638,482355
235789,482355
238818,482355
253030,482355
329737,482355
372036,482355
520355,482355
253500,38172
19742,406899
206973,406899
90715,515566
223994,421043
311603,421043
494201,421043
533543,421043
165722,365983
282893,365983
346209,365983
305650,196638
292426,518050
518050,95417
55404,389607
352117,389607
386280,389607
389607,237462
237462,352117
442237,55404
178387,242253
287883,242253
297005,242253
16908,459212
134675,387263
298553,387263
154264,472248
174708,472248
540570,472248
11196,356909
121865,356909
128981,356909
302602,356909
459212,16908
80120,200316
119781,200316
156218,200316
539430,200316
483744,256163
247478,22787
355712,22787
498325,22787
206587,74356
361869,74356
363196,74356
517811,74356
532296,74356
74356,517811
421899,398752
91111,442585
319845,442585
446069,442585
507095,442585
3975,247931
90918,247931
358681,247931
398275,247931
505683,247931
538864,247931
85880,169803
152330,169803
177536,169803
462239,169803
126115,214684
258037,488898
56762,11041
131856,11041
141584,11041
158065,11041
324483,11041
179529,255654
40501,366282
442955,366282
63188,505208
141324,154264
197014,154264
472248,154264
513808,154264
67683,302370
300602,79080
99932,323711
129381,323711
266637,323711
500067,323711
496194,280174
531195,280174
65917,40501
366282,40501
368198,40501
340511,518807
433704,518807
178456,531195
242253,531195
280174,531195
327563,531195
368151,531195
377118,531195
408795,531195
421043,531195
453784,531195
519233,531195
66720,134675
38172,253500
358302,253500
402706,395466
263078,407502
337285,407502
346159,407502
47469,282280
100794,282280
494545,282280
441022,71479
147412,528945
217179,504162
512719,504162
216603,442237
292313,107650
77268,226217
31744,525480
141683,442955
431754,363965
69378,441022
71479,441022
180777,441022
320531,441022
85702,273490
398018,273490
363965,431754
397628,532160
416975,532160
11041,56762
49338,36992
61933,36992
506188,36992
412880,123913
481534,123913
239272,455969
53758,242653
238164,242653
367705,242653
399206,242653
420308,242653
447412,242653
215309,536357
539013,419377
152253,69378
512616,69378
45615,193826
122265,193826
180678,193826
214440,193826
268809,193826
277233,193826
364438,193826
399234,193826
421953,193826
440079,193826
451485,193826
489915,193826
504461,193826
529696,193826
423999,90715
515566,90715
447791,313824
109643,312447
212021,312447
248268,312447
437975,312447
233927,161796
424500,354497
57512,394608
371339,394608
394656,394608
401497,394608
486916,394608
540458,394608
533764,491592
175855,136245
376551,136245
408684,136245
447799,136245
407750,99628
6232,78140
447451,78140
494893,78140
3268,496228
95265,496228
185376,496228
285428,496228
490937,496228
89414,173239
376563,173239
522606,89414
173239,376563
43295,463953
55286,463953
19745,322213
101815,513958
133743,513958
143994,513958
184153,513958
272280,513958
323347,513958
391690,513958
457580,513958
542039,513958
68290,459152
421469,459152
536655,411825
513958,542039
350126,320816
146751,534476
107156,474412
41078,501977
274811,501977
367261,501977
384885,501977
430845,501977
424498,174708
425161,174708
205799,515209
266290,515209
543995,515209
99628,504461
142403,504461
178665,504461
222558,504461
320190,504461
65210,440891
120538,440891
142235,440891
168820,440891
246872,440891
289564,440891
312364,440891
389034,440891
513090,440891
236768,216515
105083,525762
159832,421469
205068,421469
459152,421469
514096,421469
244628,212021
214684,126115
419377,126115
530205,126115
425107,409694
4461,67683
245158,67683
302370,67683
167708,341163
334955,341163
95320,319845
529617,539013
521216,60035
322213,19745
76783,76466
218433,12098
369100,12098
219110,178665
261793,507095
298797,507095
411845,507095
443190,507095
529936,507095
113586,181568
249875,181568
373745,181568
430141,181568
458339,181568
521708,181568
301866,289585
529008,289585
20787,180678
36875,180678
156363,180678
265883,180678
496054,180678
507590,180678
516018,180678
521602,180678
193744,63188
198263,491461
303676,494201
249408,325921
483720,325921
520628,71538
294423,268809
20814,453142
316902,453142
413781,453142
415577,453142
351725,36875
476389,36875
103020,161265
469497,161265
91767,311486
205962,311486
334889,311486
495152,311486
525643,311486
103219,476919
312416,171440
464619,171440
153057,510361
309771,510361
406268,510361
187052,520628
395325,520628
325006,240602
475528,187580
71124,321062
76150,321062
208323,321062
248806,321062
88292,97094
192609,97094
331656,97094
214272,47765
502587,47765
394506,92573
122870,46322
327583,24202
331115,258270
350712,258270
133661,122870
165854,122870
320063,122870
340041,122870
359051,122870
384986,122870
468258,122870
496001,122870
189454,185844
201972,185844
477125,185844
363356,62028
55786,100682
58779,100682
244563,100682
398187,100682
100682,55786
1913,147123
8916,147123
37085,147123
382065,147123
403950,147123
424922,147123
449683,147123
450270,147123
35729,382065
16031,449683
202765,449683
278452,449683
405042,449683
86517,8916
147123,8916
220881,8916
43503,363356
62028,363356
95189,30559
335082,30559
342659,30559
389257,30559
391515,30559
444032,30559
370794,43541
451908,43541
186321,458790
2057,468109
377331,513033
504022,513033
403386,89141
205029,346011
161019,506503
543271,506503
64569,119144
72212,452781
308700,452781
407887,452781
505837,25065
489086,109532
328519,225458
174789,42305
530334,334872
290355,359716
490957,359716
277548,27577
307552,432090
423684,432090
453009,432090
197246,144544
90702,405394
405394,90702
112560,485635
146434,112560
478072,112560
485635,112560
300493,106492
15752,328878
96084,328878
57151,354973
218818,354973
99691,77055
331330,77055
484057,77055
155841,394350
169969,394350
82727,8103
8103,82727
304576,82727
320269,82727
214158,399867
228880,399867
444005,399867
291094,160956
302780,188184
76739,386727
90108,257536
453883,257536
41983,319821
107934,319821
367953,325043
495015,325043
74897,323332
242425,323332
195047,269834
193512,241232
401451,241232
87780,23491
296497,386276
340473,386276
70596,167754
468137,167754
490037,167754
172695,444782
159883,172695
211166,172695
252946,172695
336312,172695
444782,172695
456275,172695
494378,172695
82418,99878
323332,74897
5186,199238
196519,199238
359413,199238
372393,199238
345801,386190
480006,386190
38407,180351
56219,180351
294069,180351
312346,180351
206275,454479
510323,454479
380220,382641
151425,182684
327136,499117
519604,167707
31855,25695
188826,362264
206815,362264
210947,362264
84568,383333
63168,170071
303689,170071
5851,120406
158749,120406
259445,120406
267303,120406
272945,120406
368098,120406
387026,120406
406565,120406
411857,120406
136501,273148
222788,273148
495109,273148
43324,314787
87774,314787
340298,314787
452468,314787
512019,314787
135633,264922
141668,264922
354103,264922
213683,464966
368029,464966
156304,535808
451617,535808
477441,535808
300490,42986
43482,481682
25695,467219
197741,467219
229493,467219
238090,467219
199358,291970
225316,291970
232774,234761
129137,518024
317787,129137
518024,129137
74810,93118
381889,93118
422152,93118
426157,93118
531377,93118
45320,151488
280139,151488
341576,151488
417980,151488
523843,151488
280032,223708
524801,223708
136836,55852
293548,386087
319170,386087
382893,386087
341215,515530
516795,515530
14335,207675
33610,207675
174581,207675
504161,207675
38561,265482
331796,317585
317585,331796
480954,331796
68500,70598
106671,70598
150177,70598
197299,70598
205987,70598
208092,70598
232950,70598
275281,70598
293403,70598
369232,70598
430706,70598
441526,70598
520311,70598
12078,216861
20688,216861
25975,216861
77025,216861
101403,216861
101767,216861
235307,216861
292633,216861
448914,216861
78996,128255
198042,128255
426979,128255
454457,126776
394438,540795
147819,66585
163507,66585
4172,503792
43197,503792
86300,503792
100610,503792
130727,503792
185898,503792
207291,503792
313804,503792
333525,503792
334473,503792
350110,503792
360626,503792
374808,503792
375120,503792
378832,503792
383606,503792
415580,503792
432065,503792
432512,503792
530843,503792
225793,50623
58399,158611
494372,218135
70422,328331
157970,328331
288026,328331
357686,328331
505788,328331
531548,328331
104576,161667
484613,161667
318495,98168
408132,98168
480269,307175
302308,480954
59064,359463
171059,359463
318325,359463
355455,359463
400144,359463
443629,359463
531784,359463
268773,17628
383915,17628
113868,105611
180055,27513
136874,432096
181988,432096
190947,432096
447502,432096
451216,432096
494523,432096
80093,468213
186192,443927
380733,443927
198,239327
2161,239327
3688,239327
5554,239327
33910,239327
36626,239327
48650,239327
64376,239327
86216,239327
88038,239327
95867,239327
103010,239327
109322,239327
114673,239327
145676,239327
150245,239327
150623,239327
158177,239327
173909,239327
177968,239327
186530,239327
196959,239327
207932,239327
208255,239327
210802,239327
213862,239327
229934,239327
248572,239327
265859,239327
272889,239327
283477,239327
287184,239327
295205,239327
346039,239327
351034,239327
352530,239327
354367,239327
356532,239327
373042,239327
380694,239327
386141,239327
392835,239327
421936,239327
435464,239327
457360,239327
465827,239327
480788,239327
483320,239327
492899,239327
496878,239327
497057,239327
502938,239327
504658,239327
505302,239327
506815,239327
513552,239327
520936,239327
532933,239327
539194,239327
72922,377903
133005,377903
315366,377903
391322,377903
507785,377903
27513,180055
189876,180055
420165,180055
85202,463771
324534,463771
3357,282113
36030,282113
87957,282113
103571,282113
104730,282113
149519,282113
151711,282113
168905,282113
185615,282113
268118,282113
330639,282113
399366,282113
480676,282113
70598,232950
78635,232950
329214,232950
354190,232950
520127,232950
107981,392334
37367,278551
103959,278551
128114,278551
140361,278551
161905,278551
190547,278551
247454,278551
290804,278551
294938,278551
332848,278551
433523,278551
473975,278551
291129,68613
396655,68613
429722,68613
5563,372527
16204,372527
80043,372527
151488,372527
197230,372527
201068,372527
212274,372527
261210,372527
297125,372527
358101,372527
420518,372527
433354,372527
161604,348366
261809,348366
291068,348366
431879,348366
339826,161551
13409,69293
231389,69293
205380,309038
68613,291129
179124,291129
66585,37574
212374,37574
442107,37574
511938,165300
47487,212374
136148,212374
534476,212374
250198,350110
457926,350110
150744,315104
276060,315104
383996,315104
519340,315104
157160,505041
384637,505041
132351,35856
182541,35856
237335,35856
325492,35856
370923,35856
399585,35856
506268,35856
1232,364411
15848,364411
85970,364411
162688,364411
236849,364411
247864,364411
339580,364411
363573,364411
408691,364411
476422,364411
476896,364411
525277,364411
315104,519340
467481,9044
478923,9044
55204,422229
224510,422229
424234,422229
28114,383606
38793,383606
425721,383606
468844,383606
525523,383606
532796,383606
45313,467481
70665,467481
490398,467481
506397,467481
105611,537227
375699,537227
410973,537227
157385,487727
323833,487727
539332,43197
480022,67796
134328,508419
223755,508419
384715,209611
537268,209611
158729,133531
556,108977
146182,108977
228582,108977
148769,59485
432753,59485
124609,55204
161666,55204
282518,55204
422229,55204
448668,55204
524283,55204
468213,80093
60351,275487
101983,275487
193756,275487
489520,275487
508419,275487
35036,529268
185449,529268
460427,529268
95690,110682
452150,110682
489519,110682
106468,342928
482400,342928
44605,301665
169780,301665
27361,363022
139939,162688
265482,38561
330904,38561
35829,17902
60089,17902
186498,17902
193074,17902
202354,17902
263559,17902
377876,17902
402568,17902
108621,430706
114678,430706
420470,430706
194301,18561
267598,39244
242746,298555
263182,298555
380792,298555
433579,315515
434420,315515
151216,103356
252377,128037
310741,133654
155271,340887
36774,47304
106957,47304
431870,47304
481810,47304
147390,375686
455240,375686
519658,375686
541687,375686
90892,286138
264599,27228
116146,126353
309209,126353
281424,497037
410410,497037
196911,188339
197161,424268
219960,424268
36087,346878
147849,346878
265256,275281
11516,166191
135378,166191
205515,191168
166191,390845
344592,390845
283471,279436
457379,279436
13303,525779
376871,525779
436063,525779
390845,344592
183598,259328
300394,259328
407264,150075
415526,150075
521496,150075
395643,188742
19565,66936
442179,506618
27897,132351
35856,132351
167990,132351
233393,132351
265574,132351
298460,132351
340720,132351
366033,132351
407182,132351
462914,132351
477498,132351
209981,157160
256821,157160
259328,157160
505041,157160
509510,157160
347334,41999
407690,41999
223962,66626
126916,116167
213902,116167
382224,116167
462940,116167
468661,116167
478400,116167
393422,462298
407827,462298
80550,24074
120982,490788
141934,490788
315722,490788
12843,442107
37574,442107
74099,442107
39244,267598
418221,267598
20221,28467
332959,28467
541370,28467
503944,14147
14147,503944
114270,503944
280247,503944
346878,503944
51315,15848
297586,15848
304960,15848
106256,405652
166949,252659
288494,252659
396533,236849
529307,65867
218383,539235
381064,539235
449732,539235
488643,539235
513427,539235
41999,347334
199675,207631
334344,319170
340453,319170
386087,319170
387361,319170
424030,438977
406188,31764
386354,76998
82898,89163
251019,89163
372985,89163
399731,89163
131583,39718
136760,39718
254764,39718
454670,39718
528197,39718
19045,82898
47023,82898
89163,82898
494685,82898
31226,109549
497571,468659
543,75997
372648,150102
61930,6496
126303,6496
290737,6496
470406,6496
16824,496179
96184,496179
328191,496179
393509,496179
30463,520084
41791,520084
54826,520084
128253,520084
355326,520084
150102,423425
155048,423425
158639,423425
198987,354854
229741,354854
394596,354854
472126,354854
475863,354854
185753,455031
260353,455031
391768,455031
473903,455031
29123,196071
267684,196071
410790,443161
175012,284303
373900,284303
303279,259901
309931,259901
466321,259901
198723,338872
196071,373900
200762,373900
284303,373900
45467,87567
262318,87567
283077,87567
325690,87567
467284,87567
75997,543
328668,543
47624,45467
268293,45467
338872,45467
189,333858
27449,333858
331190,333858
415927,333858
477473,333858
514778,333858
268099,309931
278250,309931
354854,309931
228174,303279
259901,303279
83661,88517
470613,318757
487571,318757
159971,216211
60268,24283
275971,440706
481126,440706
528664,440706
336896,434530
283175,68864
375350,284856
458737,284856
476127,284856
43541,370794
93418,370794
317104,370794
159529,184587
184587,159529
210554,110026
233365,110026
321684,110026
382319,110026
216211,159971
251973,159971
334740,159971
358977,159971
404162,159971
134650,60618
15432,36085
213054,36085
260476,36085
346300,36085
522160,36085
36085,15432
24283,346300
204111,346300
348962,533424
533424,348962
536566,428132
109692,31855
469536,31855
407303,56219
180351,456275
360527,456275
500906,456275
60618,182121
195516,182121
253937,107574
107574,253937
224243,477871
317342,477871
146522,446012
291583,37766
96283,250980
529455,250980
17159,87180
259680,87180
87180,259680
161218,324399
285966,348502
320521,348502
145235,233882
191432,233882
356832,233882
18781,262734
92007,166061
166061,92007
104102,372155
140494,372155
247705,372155
272521,372155
281419,372155
344880,372155
402707,372155
461711,372155
539768,372155
280968,210770
462490,210770
207189,244607
27831,306895
49755,306895
115321,306895
171004,306895
464453,306895
515346,286981
272793,53988
375538,53988
421535,53988
52637,539768
392721,539768
96873,372462
229168,62687
352873,62687
446363,62687
30861,60268
13845,314117
161515,314117
320389,314117
363288,314117
383578,314117
414810,314117
471339,314117
69876,41237
199978,41237
468659,41237
325705,541004
327324,541004
249530,128809
274019,128809
506371,274866
125002,390310
136961,390310
169814,390310
177418,390310
194870,390310
230563,390310
241417,390310
254892,390310
309440,390310
342458,390310
354973,390310
374331,390310
457043,390310
467667,390310
493191,390310
508105,390310
530001,390310
255156,505274
213293,123660
85149,186620
195824,186620
107537,105406
147004,105406
335455,71491
386018,479572
247144,218934
300737,218934
330147,218934
390447,218934
